"Deal - ID","Person - ID","Deal - Deal created","Deal - Stage","Deal - Status","Deal - Lost reason","Deal - Nazwa kursu","Deal - Termin zakończenia kursu","Deal - Certyfikat - numer","Deal - Źródło finansowania","Person - Znaleziona praca - czy znalazł pracę","Person - Znaleziona praca - czy związana z kursem","Person - Znaleziona praca - czy się przebranżowił"
"180987","188844","2024-07-15 12:27:22","Propozycja warsztatów","Lost","4.6 Brak zaliczenia","Business Intelligence","2024-10-25","","","","",""
"180977","214296","2024-07-15 12:09:18","Po warsztatach CV","Open","","Data Science","2024-10-25","2024/8/30;","Urząd Pracy","","",""
"180974","213710","2024-07-15 11:59:58","Kolejka (darmowa)","Open","","Data Science","2024-10-27","","","","",""
"180972","197910","2024-07-15 11:43:07","Kolejka (darmowa)","Open","","UX Designer Flexi","2024-11-08","","Amazon","","",""
"180968","214716","2024-07-15 11:39:42","Kolejka (darmowa)","Open","","UX Designer Flexi","2024-11-08","","Amazon","","",""
"180966","193807","2024-07-15 11:37:26","Kolejka (darmowa)","Open","","UX Designer Flexi","2024-11-08","","Amazon","","",""
"180963","213859","2024-07-15 11:34:12","Kolejka (darmowa)","Open","","UX Designer Flexi","2024-11-08","","Amazon","","",""
"180962","213408","2024-07-15 11:25:31","Kolejka (darmowa)","Open","","UX Designer Flexi","2024-11-08","","Amazon","","",""
"180956","214920","2024-07-15 10:37:23","Kandydaci","Open","","Tester Oprogramowania","2024-08-30","2024/9/7","Orange","","",""
"180953","213370","2024-07-15 10:32:23","Kandydaci","Open","","Tester Oprogramowania","2024-08-30","2024/9/19","Urząd Pracy","","",""
"180949","214919","2024-07-15 10:29:45","Po warsztatach CV","Open","","Tester Oprogramowania","2024-08-30","2024/9/12","Urząd Pracy","","",""
"180946","214918","2024-07-15 10:25:22","Po rozmowie 2","Open","","Tester Oprogramowania","2024-08-30","","Orange","Tak","Nie","Nie"
"180943","214545","2024-07-15 10:16:43","Propozycja warsztatów","Open","","Tester Oprogramowania","2024-08-30","","Amazon","","",""
"180940","214579","2024-07-15 10:13:32","Po warsztatach CV","Open","","Tester Oprogramowania","2024-08-30","","Amazon","","",""
"180937","214435","2024-07-15 10:10:27","Propozycja warsztatów","Open","","Tester Oprogramowania","2024-08-30","","Amazon","","",""
"180934","214342","2024-07-15 10:08:51","Po warsztatach CV","Open","","Tester Oprogramowania","2024-09-20","","Amazon","","",""
"180933","214094","2024-07-15 10:07:06","Propozycja warsztatów","Open","","Tester Oprogramowania","2024-08-30","2024/9/27","Amazon","","",""
"180931","213683","2024-07-15 10:05:16","Propozycja warsztatów","Open","","Tester Oprogramowania","2024-08-30","","Amazon","","",""
"180928","213319","2024-07-15 10:02:39","Propozycja warsztatów","Open","","Tester Oprogramowania","2024-08-30","","Amazon","","",""
"180918","214297","2024-07-15 09:07:33","Kandydaci","Open","","Data Science","2024-10-27","2024/8/31;","","","",""
"180846","209897","2024-07-12 11:46:24","Propozycja warsztatów","Lost","4.6 Brak zaliczenia","Data Science - SQL","2024-08-11","","Własne","","",""
"180779","214823","2024-07-09 15:07:17","Propozycja warsztatów","Lost","4.6 Brak zaliczenia","Framework Scrum: Scrum Master & Product Owner","2024-09-15","","Własne","","",""
"180735","214428","2024-07-08 09:27:41","Po warsztatach CV","Open","","Cybersecurity","2024-10-25","","Własne","","",""
"180732","214661","2024-07-08 09:21:43","Po warsztatach CV","Open","","Tester Oprogramowania","2024-09-01","2024/10/1","Własne","","",""
"180475","214352","2024-06-26 20:53:48","Kolejka (darmowa)","Open","","Analityk Biznesowy","2024-10-20","","","","",""
"180471","210299","2024-06-26 20:44:13","Propozycja warsztatów","Lost","4.6 Brak zaliczenia","Python Developer","2024-11-17","","","","",""
"180469","214334","2024-06-26 20:31:06","Propozycja warsztatów","Lost","4.6 Brak zaliczenia","Cybersecurity","2024-10-25","","","","",""
"180415","212722","2024-06-25 09:14:12","Kolejka (darmowa)","Open","","Analityk Biznesowy","2024-09-01","2024/9/15","","","",""
"180410","214108","2024-06-25 09:00:34","Kolejka (darmowa)","Open","","Data Science","2024-10-27","2024/8/36;","","","",""
"180409","214591","2024-06-25 08:30:11","Zakwalifikowani","Lost","4.4 Przeterminowani","Tester Oprogramowania","2024-08-30","","Orange","","",""
"180405","214386","2024-06-25 08:19:52","Kandydaci","Open","","Tester Oprogramowania","2024-09-01","2024/9/9","Orange","","",""
"180383","148162","2024-06-24 10:56:13","Po warsztatach CV","Open","","Analityk Biznesowy","2024-09-01","2024/9/16","","Tak","Tak","Tak"
"180375","214066","2024-06-24 09:18:40","Zakwalifikowani","Open","","Business Intelligence","2024-12-29","","Orange","","",""
"180371","213862","2024-06-24 08:53:27","Po warsztatach CV","Open","","Framework Scrum: Scrum Master & Product Owner","2024-07-26","2024/8/7","Amazon","","",""
"180369","190132","2024-06-24 08:51:39","Kandydaci","Open","","Framework Scrum: Scrum Master & Product Owner","2024-07-26","2024/8/11","Amazon","","",""
"180367","126898","2024-06-24 08:48:33","Propozycja warsztatów","Lost","4.4 Przeterminowani","Framework Scrum: Scrum Master & Product Owner","2024-07-26","","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"180363","212679","2024-06-24 08:45:49","Propozycja warsztatów","Lost","4.4 Przeterminowani","Framework Scrum: Scrum Master & Product Owner","2024-08-16","","Amazon","","",""
"180361","211245","2024-06-24 08:42:47","Po warsztatach CV","Open","","Framework Scrum: Scrum Master & Product Owner","2024-07-26","2024/8/16","Amazon","","",""
"180312","214491","2024-06-21 13:09:37","Po warsztatach CV","Open","","Business Intelligence","2024-10-04","","Inne","","",""
"180200","209492","2024-06-17 13:15:31","Propozycja warsztatów","Lost","4.6 Brak zaliczenia","Frontend Developer - Pełny kurs","2024-10-20","","Urząd Pracy","Nie - nadal w tej samej pracy","Nie","Nie"
"180191","214415","2024-06-17 11:01:04","Zakwalifikowani","Open","","Framework Scrum: Scrum Master & Product Owner","2024-07-27","","","","",""
"180186","214477","2024-06-17 10:15:27","Zakwalifikowani","Lost","1.9 Duplikat","Framework Scrum: Scrum Master & Product Owner","2024-09-15","","Własne","","",""
"180123","213272","2024-06-14 11:54:51","Propozycja warsztatów","Lost","4.6 Brak zaliczenia","Frontend Developer - Pełny kurs","2024-10-18","","Własne","","",""
"180121","213651","2024-06-14 11:49:57","Propozycja warsztatów","Lost","4.6 Brak zaliczenia","Frontend Developer - Pełny kurs","2024-10-18","","Urząd Pracy","","",""
"180052","214386","2024-06-12 10:53:09","Zakwalifikowani","Lost","1.13 Rezygnacja z kursu do 14 dni","Framework Scrum: Scrum Master & Product Owner","2024-07-26","","Orange","","",""
"180049","214295","2024-06-12 10:47:40","Zakwalifikowani","Lost","4.4 Przeterminowani","Framework Scrum: Scrum Master & Product Owner","2024-07-26","","Orange","","",""
"180024","213102","2024-06-11 15:35:48","Po symulacjach","Open","","Business Intelligence","2024-10-04","","Inne","","",""
"180023","213102","2024-06-11 15:34:32","Kandydaci","Open","","Framework Scrum: Scrum Master & Product Owner","2024-07-28","2024/8/15","Inne","","",""
"180017","205688","2024-06-11 14:15:58","Kolejka (darmowa)","Open","","Analityk Biznesowy","2024-08-30","","","","",""
"180009","214365","2024-06-11 11:51:41","Po warsztatach CV","Open","","Framework Scrum: Scrum Master & Product Owner","2024-07-26","2024/8/10","","","",""
"180005","201410","2024-06-11 11:40:40","Propozycja warsztatów","Lost","4.4 Przeterminowani","Framework Scrum: Scrum Master & Product Owner","2024-07-28","2024/8/12","Własne","","",""
"179930","214310","2024-06-07 14:25:22","Propozycja warsztatów","Lost","1.13 Rezygnacja z kursu do 14 dni","Tester Oprogramowania","2024-08-02","","BUR","","",""
"179927","214286","2024-06-07 13:57:16","Po warsztatach CV","Open","","Framework Scrum: Scrum Master & Product Owner","2024-07-28","2024/8/9","Własne","","",""
"179924","214309","2024-06-07 13:19:25","Po warsztatach CV","Open","","Software Tester","2024-08-02","2024/8/24","Urząd Pracy","","",""
"179919","214308","2024-06-07 12:25:24","Po warsztatach CV","Open","","Tester Oprogramowania","2024-08-02","2024/8/27","Urząd Pracy","","",""
"179896","206907","2024-06-06 13:22:58","Zakwalifikowani","Open","","Framework Scrum: Scrum Master & Product Owner","2024-07-26","2024/8/8","Orange","","",""
"179894","214052","2024-06-06 13:18:27","Zakwalifikowani","Open","","Framework Scrum: Scrum Master & Product Owner","2024-07-26","2024/8/5","Orange","","",""
"179890","212656","2024-06-06 13:13:29","Zakwalifikowani","Open","","Framework Scrum: Scrum Master & Product Owner","2024-07-26","2024/8/5","Orange","","",""
"179888","210694","2024-06-06 13:11:11","Kandydaci","Open","","Framework Scrum: Scrum Master & Product Owner","2024-07-26","2024/8/13","Urząd Pracy","","",""
"179885","213855","2024-06-06 13:08:36","Po rozmowie 2","Open","","Framework Scrum: Scrum Master & Product Owner","2024-07-26","","Orange","Tak","Trudno powiedzieć","Nie"
"179866","214294","2024-06-05 11:57:39","Po rozmowie 2","Open","","Tester Oprogramowania","2024-08-02","2024/8/23","Orange","","",""
"179861","206452","2024-06-05 11:52:34","Po warsztatach CV","Open","","Tester Oprogramowania","2024-08-02","2024/8/19","Urząd Pracy","","",""
"179833","210283","2024-06-03 13:43:57","Propozycja warsztatów","Open","","Tester Oprogramowania","2024-08-02","2024/8/26","Urząd Pracy","","",""
"179829","214279","2024-06-03 12:25:44","Zakwalifikowani","Lost","4.3 Samodzielnie znalazł pracę","Cybersecurity","2024-08-30","2024/9/25","Orange","Tak","Nie","Tak"
"179823","214224","2024-06-03 09:10:45","Zakwalifikowani","Open","","UX Designer Flexi","2024-10-06","","Inne","","",""
"179784","214236","2024-05-30 08:55:26","Zakwalifikowani","Won","","Cybersecurity","2024-08-30","2024/9/22","Orange","","",""
"179762","192983","2024-05-28 16:13:57","Propozycja warsztatów","Lost","4.6 Brak zaliczenia","Java Developer - Pełny kurs","2024-10-25","","","","",""
"179758","211024","2024-05-28 16:10:19","Kandydaci","Open","","Java Developer - Pełny kurs","2024-10-25","2024/7/54;","Urząd Pracy","","",""
"179751","214250","2024-05-28 14:10:23","Zakwalifikowani","Won","","Cybersecurity","2024-08-30","2024/9/23","Orange","","",""
"179748","213776","2024-05-28 14:04:24","Propozycja warsztatów","Lost","4.6 Brak zaliczenia","Framework Scrum: Scrum Master & Product Owner","2024-09-15","","Inne","","",""
"179744","214249","2024-05-28 13:31:54","Zakwalifikowani","Lost","4.4 Przeterminowani","Tester Oprogramowania","2024-08-02","","Orange","","",""
"179741","214247","2024-05-28 13:18:16","Kandydaci","Lost","4.3 Samodzielnie znalazł pracę","Tester Oprogramowania","2024-08-02","2024/8/33","Orange","","",""
"179737","214246","2024-05-28 13:13:01","Zakwalifikowani","Lost","4.4 Przeterminowani","Cybersecurity","2024-08-30","","Orange","","",""
"179734","211202","2024-05-28 12:40:10","Zakwalifikowani","Open","","Python Developer","2024-11-17","","Orange","","",""
"179730","214244","2024-05-28 12:09:21","Zakwalifikowani","Open","","Tester Oprogramowania","2024-08-02","2024/8/40","Orange","","",""
"179707","208718","2024-05-27 10:12:28","Po warsztatach CV","Open","","Analityk Biznesowy","2024-06-28","2024/7/49","Amazon","","",""
"179704","212184","2024-05-27 09:05:05","Propozycja warsztatów","Lost","4.4 Przeterminowani","Analityk Biznesowy","2024-06-28","2024/7/42","Amazon","","",""
"179701","141794","2024-05-27 08:58:16","Po warsztatach CV","Open","","Analityk Biznesowy","2024-06-28","2024/7/47","Amazon","","",""
"179700","213626","2024-05-27 08:56:03","Propozycja warsztatów","Lost","4.4 Przeterminowani","Analityk Biznesowy","2024-06-28","2024/7/37","Amazon","","",""
"179697","212678","2024-05-27 08:53:45","Propozycja warsztatów","Lost","4.4 Przeterminowani","Analityk Biznesowy","2024-06-28","2024/7/41","Amazon","","",""
"179696","213434","2024-05-27 08:52:05","Propozycja warsztatów","Lost","4.4 Przeterminowani","Analityk Biznesowy","2024-06-28","","Amazon","","",""
"179693","213202","2024-05-27 08:49:55","Propozycja warsztatów","Lost","4.4 Przeterminowani","Analityk Biznesowy","2024-06-28","2024/7/45","Amazon","","",""
"179692","212676","2024-05-27 08:47:41","Propozycja warsztatów","Lost","4.4 Przeterminowani","Analityk Biznesowy","2024-06-28","2024/7/44","Amazon","","",""
"179687","210465","2024-05-27 08:45:17","Po warsztatach CV","Open","","Analityk Biznesowy","2024-06-28","2024/7/38","Amazon","","",""
"179645","212229","2024-05-23 15:54:51","Po warsztatach CV","Open","","Cybersecurity","2024-08-30","","Własne","","",""
"179588","211592","2024-05-22 10:48:34","Propozycja warsztatów","Lost","4.6 Brak zaliczenia","Python Developer","2024-08-16","","Urząd Pracy","","",""
"179515","198139","2024-05-20 12:49:37","Propozycja warsztatów","Open","","Python Developer","2024-08-16","2024/9/14","Amazon","Brak informacji","",""
"179512","165158","2024-05-20 12:47:40","Propozycja warsztatów","Open","","Python Developer","2024-08-16","2024/9/6","Amazon","Nie","","Nie"
"179511","213674","2024-05-20 12:43:20","Po warsztatach CV","Open","","Python Developer","2024-08-16","2024/9/2","Amazon","","",""
"179509","213678","2024-05-20 12:41:34","Propozycja warsztatów","Open","","Python Developer","2024-08-16","","Amazon","","",""
"179507","213412","2024-05-20 12:36:20","Propozycja warsztatów","Open","","Python Developer","2024-08-16","","Amazon","","",""
"179504","213644","2024-05-20 12:34:01","Propozycja warsztatów","Open","","Python Developer","2024-08-16","","Amazon","","",""
"179502","210813","2024-05-20 12:31:38","Po warsztatach CV","Open","","Python Developer","2024-08-16","2024/9/13","Amazon","","",""
"179501","198216","2024-05-20 12:29:42","Propozycja warsztatów","Open","","Python Developer","2024-08-16","","Amazon","","",""
"179498","212013","2024-05-20 12:25:08","Propozycja warsztatów","Open","","Python Developer","2024-08-16","","Amazon","","",""
"179495","209851","2024-05-20 12:19:46","Po warsztatach CV","Open","","Python Developer","2024-08-16","","Amazon","","",""
"179483","205958","2024-05-20 10:46:22","Propozycja warsztatów","Lost","4.4 Przeterminowani","Data Science","2024-08-04","2024/5/18;","Własne","","",""
"179480","213584","2024-05-20 10:28:34","Propozycja warsztatów","Lost","4.4 Przeterminowani","Analityk Biznesowy","2024-06-30","2024/7/40","Własne","","",""
"179466","213940","2024-05-20 09:18:12","Zakwalifikowani","Open","","Data Science","2024-09-29","2024/8/32;","Własne","","",""
"179403","214069","2024-05-17 16:19:22","Zakwalifikowani","Lost","4.4 Przeterminowani","Cybersecurity","2024-08-16","","Orange","","",""
"179387","213980","2024-05-17 10:39:55","Po warsztatach CV","Open","","Analityk Biznesowy","2024-06-30","2024/7/52","Własne","","",""
"179339","214030","2024-05-16 11:16:37","Zakwalifikowani","Lost","4.4 Przeterminowani","Analityk Biznesowy","2024-06-28","2024/7/39","Orange","","",""
"179305","214001","2024-05-15 13:16:09","Propozycja warsztatów","Lost","4.4 Przeterminowani","Analityk Biznesowy","2024-06-28","2024/7/48","Amazon","","",""
"179302","196566","2024-05-15 13:08:38","Propozycja warsztatów","Lost","4.4 Przeterminowani","Analityk Biznesowy","2024-06-28","2024/7/34","Pracodawca","Tak","Tak","Tak"
"179218","212682","2024-05-13 16:33:22","Symulacja 1","Open","","Python Developer","2024-08-18","2024/9/5","Inne","","",""
"179195","213703","2024-05-13 10:07:26","Propozycja warsztatów","Lost","4.6 Brak zaliczenia","Frontend Developer - Pełny kurs","2024-10-06","","Własne","","",""
"179189","213845","2024-05-13 09:15:40","Propozycja warsztatów","Lost","4.4 Przeterminowani","Python Developer","2024-08-18","2024/9/3","Własne","","",""
"179123","213171","2024-05-10 16:20:15","Zakwalifikowani","Lost","3.1 Rezygnacja przed rozpoczęciem","Business Intelligence","2024-09-06","","Orange","","",""
"179116","213868","2024-05-10 15:50:18","Kandydaci","Open","","Tester Oprogramowania","2024-07-05","2024/7/59","Urząd Pracy","","",""
"179089","213586","2024-05-09 13:20:00","Zakwalifikowani","Open","","Tester Oprogramowania","2024-07-07","2024/8/25","Własne","","",""
"179062","212319","2024-05-08 09:04:58","Zakwalifikowani","Lost","4.4 Przeterminowani","Tester Oprogramowania","2024-07-05","2024/8/1","Orange","","",""
"179058","213843","2024-05-08 08:40:31","Zakwalifikowani","Lost","4.1 Niezainteresowany wsparciem HR","Business Intelligence","2024-09-06","","Orange","","",""
"178948","213693","2024-04-30 15:16:07","Po warsztatach CV","Open","","Python Developer","2024-08-18","","Inne","","",""
"178937","168344","2024-04-30 12:53:17","Kolejka (darmowa)","Open","","Frontend Developer - Pełny kurs","2024-03-03","","Urząd Pracy","","",""
"178910","213763","2024-04-30 09:50:06","Propozycja warsztatów","Lost","4.4 Przeterminowani","Cybersecurity","2024-08-16","2024/9/17","Własne","","",""
"178905","213759","2024-04-29 14:28:57","Zakwalifikowani","Open","","Tester Oprogramowania","2024-07-07","2024/7/57","Orange","","",""
